,Ant,Larva,Food
1,50,0,31
2,50,0,44
3,50,14,42
4,50,19,54
5,48,30,58
6,47,37,58
7,45,49,59
8,54,51,37
9,56,52,33
10,62,49,28
11,67,50,18
12,76,49,13
13,86,43,7
14,92,41,21
15,98,46,4
16,104,50,5
17,109,51,2
18,113,59,4
19,116,70,4
20,119,77,2
21,121,79,1
22,127,84,5
23,132,86,1
24,141,81,1
25,141,75,2
26,143,70,7
27,152,75,3
28,153,65,1
29,150,72,0
30,149,76,9
31,151,88,4
32,147,81,0
33,142,85,0
34,150,86,6
35,156,88,3
36,165,76,1
37,162,85,3
38,165,85,4
39,163,90,2
40,168,90,0
41,171,94,2
42,166,92,0
43,168,95,7
44,179,87,0
45,171,86,2
46,170,81,3
47,170,78,2
48,168,79,2
49,164,86,1
50,159,82,0
51,155,79,2
52,154,83,1
53,151,78,2
54,144,69,0
55,139,75,8
56,139,79,5
57,141,80,1
58,140,75,0
59,132,77,3
60,133,75,0
61,133,73,1
62,133,71,1
63,127,69,0
64,123,60,2
65,127,64,3
66,129,68,0
67,124,59,0
68,127,59,3
69,122,67,2
70,123,65,1
71,122,61,0
72,121,70,1
73,112,69,3
74,115,63,1
75,115,61,3
76,116,61,2
77,116,55,0
78,118,60,3
79,122,59,1
80,114,62,1
81,116,62,7
82,114,68,3
83,120,67,0
84,121,66,1
85,120,68,4
86,118,66,0
87,117,59,3
88,119,63,6
89,125,62,6
90,129,71,3
91,127,73,1
92,129,79,0
93,126,71,1
94,124,68,4
95,132,64,0
96,133,57,7
97,141,53,0
98,144,56,3
99,143,76,2
100,138,75,0
101,137,83,0
102,135,79,4
103,142,85,5
104,147,71,1
105,140,73,2
106,147,74,1
107,148,79,1
108,143,84,4
109,136,88,3
110,132,86,1
111,135,76,3
112,127,71,1
113,125,65,2
114,127,64,1
115,129,68,1
116,122,75,1
117,121,77,2
118,123,74,0
119,119,68,0
120,111,66,1
121,117,61,1
122,116,58,4
123,119,55,1
124,115,56,3
125,113,60,2
126,116,57,5
127,120,59,0
128,118,60,0
129,123,61,6
130,130,66,1
131,129,70,1
132,132,69,0
133,131,73,1
134,141,76,8
135,137,71,0
136,132,68,0
137,139,67,1
138,141,63,2
139,143,62,2
140,149,59,1
141,141,61,2
142,139,68,5
143,144,74,0
144,144,75,0
145,138,79,2
146,138,81,4
147,135,81,1
148,138,74,3
149,142,77,1
150,137,77,1
151,133,78,0
152,129,73,6
153,127,78,3
154,124,68,0
155,120,62,1
156,117,61,2
157,118,62,2
158,120,54,0
159,116,54,4
160,114,57,0
161,120,63,4
162,124,61,2
163,126,68,2
164,125,69,1
165,126,68,5
166,127,66,1
167,122,69,3
168,120,68,3
169,118,75,5
170,117,81,2
171,122,75,0
172,120,71,4
173,124,71,2
174,125,64,2
175,120,58,0
176,123,56,0
177,121,59,4
178,130,63,2
179,132,62,1
180,130,65,2
181,126,65,0
182,131,66,2
183,136,60,1
184,132,65,8
185,137,66,1
186,134,64,0
187,130,60,0
188,131,62,0
189,129,59,4
190,134,60,1
191,134,65,3
192,132,77,6
193,131,76,3
194,120,76,0
195,115,78,2
196,126,75,1
197,123,71,1
198,124,70,6
199,126,75,3
200,130,71,0
201,129,70,0
202,127,67,1
203,127,69,0
204,129,62,1
205,136,61,12
206,141,63,7
207,144,64,4
208,150,73,5
209,155,81,1
210,153,92,2
211,156,93,1
212,150,91,0
213,152,87,0
214,152,81,7
215,158,74,0
216,153,80,0
217,150,83,0
218,151,82,7
219,151,87,3
220,138,90,0
221,138,90,1
222,134,79,0
223,130,79,0
224,126,64,0
225,129,56,1
226,130,50,0
227,132,54,4
228,136,59,4
229,133,64,3
230,130,76,7
231,136,78,0
232,138,85,3
233,140,76,0
234,142,78,1
235,143,71,8
236,156,72,3
237,164,70,1
238,167,71,9
239,164,88,0
240,160,94,0
241,155,87,0
242,155,88,1
243,159,86,6
244,174,79,4
245,177,73,2
246,180,82,5
247,180,80,1
248,175,82,5
249,175,88,3
250,167,89,4
251,167,85,1
252,159,84,0
253,153,81,0
254,159,76,0
255,162,70,0
256,158,73,0
257,152,80,2
258,150,81,0
259,147,73,1
260,149,76,5
261,159,78,0
262,154,71,1
263,150,68,0
264,146,74,9
265,149,80,1
266,151,77,3
267,151,86,1
268,150,92,2
269,151,93,2
270,158,89,0
271,152,82,0
272,140,79,1
273,141,75,0
274,137,76,6
275,136,76,0
276,131,79,4
277,129,76,0
278,133,70,0
279,130,63,0
280,125,63,2
281,125,55,1
282,130,57,1
283,130,62,3
284,130,71,1
285,131,72,0
286,132,77,0
287,132,81,1
288,134,78,0
289,132,67,2
290,132,71,3
291,127,69,1
292,131,69,0
293,133,66,0
294,132,72,3
295,133,71,0
296,134,68,4
297,132,70,1
298,137,73,2
299,140,74,0
300,141,67,0
301,134,66,4
302,135,67,3
303,138,64,3
304,133,73,0
305,135,76,2
306,132,85,9
307,141,82,5
308,145,83,6
309,144,74,3
310,151,75,1
311,155,74,0
312,150,75,1
313,156,82,1
314,158,79,12
315,162,88,0
316,168,85,3
317,165,94,0
318,169,82,3
319,167,86,4
320,166,76,0
321,159,81,4
322,161,75,1
323,159,78,5
324,156,78,2
325,160,85,0
326,159,88,2
327,157,90,1
328,153,94,1
329,152,94,2
330,154,88,1
331,154,82,0
332,152,78,1
333,153,81,5
334,157,84,3
335,151,86,0
336,143,82,4
337,148,85,2
338,149,79,8
339,146,72,2
340,145,73,2
341,147,84,3
342,156,75,3
343,144,78,0
344,139,83,2
345,135,80,0
346,130,71,1
347,128,76,2
348,132,78,0
349,132,71,2
350,125,72,0
351,128,67,0
352,130,64,3
353,140,62,0
354,137,61,0
355,139,62,1
356,133,64,8
357,135,76,4
358,136,73,0
359,134,78,4
360,136,79,1
361,143,75,3
362,148,68,1
363,147,72,2
364,141,74,0
365,144,72,0
366,142,76,0
367,141,81,4
368,140,81,2
369,137,79,1
370,134,86,4
371,139,82,0
372,140,75,1
373,148,74,2
374,148,80,1
375,155,73,3
376,158,77,4
377,160,82,1
378,151,81,3
379,151,81,0
380,155,85,5
381,154,85,1
382,151,83,1
383,152,81,2
384,154,70,2
385,155,70,0
386,153,59,1
387,146,56,2
388,150,62,4
389,156,75,5
390,155,77,4
391,155,87,0
392,161,87,1
393,153,92,1
394,161,79,0
395,163,78,1
396,164,75,0
397,166,76,5
398,167,74,2
399,168,81,3
400,166,89,1
401,164,89,1
402,166,96,5
403,162,96,1
404,154,90,0
405,156,78,2
406,153,76,6
407,156,71,1
408,149,65,2
409,146,69,0
410,141,72,11
411,143,72,1
412,149,73,7
413,147,83,1
414,143,79,0
415,140,77,0
416,134,73,0
417,138,76,1
418,149,63,1
419,146,66,5
420,149,74,0
421,145,70,0
422,145,69,1
423,144,70,2
424,141,69,0
425,139,65,2
426,135,74,2
427,133,74,3
428,139,82,4
429,130,80,1
430,125,83,0
431,131,84,0
432,133,82,4
433,141,73,1
434,138,68,0
435,142,67,1
436,142,65,0
437,146,66,2
438,143,72,3
439,136,74,2
440,137,66,0
441,134,64,2
442,125,70,0
443,119,61,1
444,120,55,0
445,122,59,8
446,133,66,4
447,135,58,3
448,132,68,3
449,127,66,2
450,126,67,6
451,136,65,8
452,135,67,2
453,134,66,2
454,131,67,1
455,137,67,4
456,139,62,1
457,143,66,3
458,147,71,8
459,146,81,1
460,146,84,0
461,144,88,0
462,143,78,0
463,145,74,0
464,151,67,1
465,157,66,1
466,159,70,2
467,154,70,1
468,152,74,2
469,152,81,2
470,154,79,1
471,151,80,1
472,148,78,2
473,148,75,5
474,150,78,0
475,144,71,0
476,134,67,1
477,134,67,1
478,135,70,3
479,134,62,1
480,129,61,2
481,130,67,1
482,133,69,0
483,132,67,3
484,135,68,1
485,125,70,0
486,129,68,3
487,127,65,0
488,131,65,2
489,123,73,10
490,131,69,5
491,127,73,3
492,127,70,1
493,126,68,4
494,129,60,0
495,131,62,8
496,143,60,1
497,134,64,1
498,129,59,2
499,129,66,2
500,127,64,2
501,129,68,1
502,125,61,2
503,123,73,2
504,127,74,8
505,131,76,6
506,130,75,0
507,133,80,5
508,136,74,0
509,134,72,3
510,139,69,4
511,144,67,0
512,150,62,1
513,147,65,1
514,144,64,0
515,141,64,6
516,139,60,6
517,142,70,12
518,151,74,0
519,145,71,0
520,146,73,3
521,146,77,5
522,150,75,7
523,158,70,1
524,155,82,1
525,151,76,1
526,150,74,0
527,150,68,2
528,155,66,4
529,161,63,3
530,158,71,9
531,159,82,1
532,164,89,7
533,171,93,8
534,178,94,0
535,176,95,0
536,170,93,0
537,175,89,0
538,178,85,2
539,172,85,7
540,179,88,5
541,185,85,2
542,183,87,1
543,188,91,4
544,194,91,2
545,189,86,1
546,192,90,9
547,195,94,3
548,193,90,1
549,200,92,2
550,207,95,12
551,213,102,0
552,214,94,1
553,206,101,1
554,197,102,3
555,203,99,0
556,203,94,4
557,204,108,4
558,199,112,1
559,198,113,0
560,190,108,0
561,191,101,5
562,201,95,3
563,207,96,0
564,192,93,1
565,190,89,3
566,186,101,3
567,188,91,3
568,194,98,0
569,192,100,7
570,199,115,1
571,190,105,2
572,192,109,0
573,198,100,4
574,195,96,2
575,194,86,1
576,187,88,4
577,189,87,0
578,192,89,0
579,183,84,4
580,184,83,4
581,186,91,3
582,189,93,1
583,178,93,2
584,183,98,2
585,180,100,6
586,184,88,2
587,181,94,1
588,177,90,3
589,184,91,2
590,182,82,2
591,182,88,8
592,188,89,3
593,192,95,8
594,186,95,0
595,187,98,2
596,182,96,3
597,182,85,0
598,181,82,4
599,178,81,0
600,176,89,2
601,174,88,7
602,171,99,0
603,171,95,0
604,174,99,1
605,170,89,1
606,169,85,0
607,164,71,0
608,166,69,0
609,170,64,0
610,167,67,2
611,163,74,1
612,155,82,2
613,156,90,1
614,153,92,2
615,156,88,1
616,146,81,1
617,149,75,1
618,154,63,4
619,150,58,2
620,149,60,1
621,151,68,4
622,149,73,5
623,145,72,4
624,139,85,0
625,144,84,3
626,150,79,3
627,147,76,3
628,147,87,3
629,156,80,0
630,156,86,1
631,154,92,3
632,155,89,3
633,154,93,0
634,156,86,4
635,164,95,0
636,168,81,0
637,160,84,0
638,159,82,1
639,161,83,2
640,166,73,2
641,164,90,1
642,160,89,1
643,151,87,0
644,153,84,3
645,158,83,3
646,151,74,1
647,152,78,8
648,153,82,1
649,153,84,0
650,151,85,5
651,153,90,0
652,149,82,0
653,151,80,1
654,153,81,1
655,153,88,1
656,157,83,2
657,156,89,3
658,148,88,1
659,147,82,0
660,148,71,1
661,144,73,1
662,144,68,1
663,145,63,0
664,136,66,0
665,131,61,1
666,129,68,0
