Ants,Larva,Food
50.0,0.0,22.0
50.0,0.0,53.4
50.0,0.7,93.5
50.0,2.9,121.6
46.6,12.6,129.3
42.5,22.4,140.3
39.0,26.4,151.3
37.5,33.4,168.6
36.5,37.3,181.0
42.4,33.9,182.8
49.6,29.3,190.3
52.3,28.3,200.6
57.6,25.2,209.0
62.6,24.1,222.7
65.8,24.2,230.3
68.1,27.0,236.4
68.6,31.5,242.1
69.3,35.6,255.8
70.8,40.3,266.2
71.6,44.5,277.1
76.6,47.1,286.6
81.0,49.7,297.4
85.6,50.4,301.8
91.6,49.6,313.2
95.9,49.1,330.1
102.9,48.0,332.0
107.8,48.0,331.8
112.4,50.0,339.6
118.0,51.7,342.1
120.8,56.3,342.9
123.6,58.4,349.7
128.1,61.8,350.9
132.1,63.3,361.9
137.1,65.8,366.9
143.0,68.6,366.8
148.1,70.3,366.5
155.9,71.7,359.1
161.8,73.8,368.4
166.4,77.0,366.7
172.9,76.8,371.3
176.2,79.8,386.9
183.0,82.4,392.1
188.4,82.8,398.7
194.9,86.1,406.0
201.8,88.9,409.4
207.2,95.3,406.9
214.8,99.6,404.7
221.2,105.5,408.2
229.0,106.5,412.4
236.3,111.9,420.9
246.7,112.6,428.6
257.7,115.1,431.7
265.4,115.6,429.3
272.0,120.7,435.4
280.5,121.9,439.1
288.1,125.3,428.0
297.7,128.7,415.9
306.5,131.7,415.3
315.4,134.3,403.8
325.1,135.3,403.7
334.3,140.4,401.5
344.1,145.5,395.1
354.8,153.5,396.5
362.5,160.2,381.9
369.6,168.2,372.4
380.1,168.8,365.6
391.5,175.3,361.8
402.9,175.7,346.8
414.0,177.5,333.9
424.2,174.7,317.7
432.9,179.2,306.0
446.6,174.7,291.6
455.2,179.3,283.3
460.1,178.6,274.3
469.6,186.9,259.4
476.7,193.2,237.7
485.1,198.4,215.8
495.5,203.7,191.4
503.1,212.8,169.0
516.5,216.0,138.2
520.9,211.7,115.2
523.1,208.5,103.7
524.6,200.8,99.6
528.8,196.2,91.8
530.7,190.5,81.6
530.9,194.4,69.6
527.4,195.7,57.8
522.6,200.3,53.3
513.5,196.1,38.4
508.4,194.0,32.6
509.1,194.6,21.9
502.9,188.9,26.4
500.3,185.2,18.5
494.2,187.5,25.3
493.2,188.7,26.1
493.0,182.2,16.5
489.1,184.5,11.2
485.7,183.0,6.9
483.5,182.3,11.2
486.2,179.7,6.6
482.0,175.9,22.4
482.2,182.4,28.9
478.9,181.9,28.4
479.7,186.7,29.9
483.5,185.9,17.9
485.9,187.8,22.1
490.2,185.7,3.7
477.8,179.7,1.5
475.4,167.4,5.6
477.9,167.4,18.2
475.2,168.8,13.3
472.8,165.0,15.5
472.1,173.9,24.7
462.0,180.8,27.7
458.0,176.4,25.7
456.2,174.5,25.9
456.3,172.7,28.8
458.7,169.1,27.6
459.2,170.5,22.3
455.5,171.5,21.5
456.6,170.2,21.9
455.9,167.7,20.3
457.1,164.6,32.0
455.7,162.6,31.7
456.0,167.5,31.6
458.7,172.8,17.8
458.6,173.9,16.6
455.3,178.1,13.4
451.7,177.8,8.6
450.6,169.8,7.2
451.3,164.7,10.5
449.6,163.1,19.5
445.6,163.1,17.7
446.3,160.1,20.8
446.0,165.5,28.4
448.2,163.8,24.4
447.1,167.4,27.7
446.4,162.4,23.5
447.5,170.2,22.8
446.7,169.3,25.1
446.9,168.5,24.9
443.4,165.3,24.0
438.8,168.9,21.5
446.0,161.4,16.7
449.7,161.9,12.3
448.0,163.4,11.3
449.7,165.2,22.7
454.6,166.1,23.1
451.0,164.6,39.5
449.7,164.6,45.2
450.0,161.4,54.1
445.2,162.6,56.2
448.3,164.3,54.0
448.3,168.5,57.2
453.7,168.7,56.5
452.5,174.0,63.9
455.1,182.0,53.6
455.1,176.6,56.4
454.5,176.1,56.6
457.7,177.6,52.7
459.5,173.0,57.3
464.1,172.1,59.5
462.5,176.1,52.5
460.6,177.2,46.6
455.7,173.0,45.3
450.3,169.0,44.2
454.0,166.1,42.6
455.2,166.5,46.8
457.0,162.8,40.2
452.8,168.1,42.8
449.6,173.7,48.7
450.3,175.7,35.6
447.1,167.1,27.9
442.0,167.9,27.3
439.1,164.7,23.4
441.3,161.2,29.9
445.5,157.7,34.1
443.5,162.1,29.5
443.1,161.1,29.5
441.2,159.5,30.1
441.1,160.4,28.7
438.1,159.0,30.2
434.4,158.3,28.2
436.1,161.7,24.9
437.0,161.9,38.0
436.9,161.0,46.5
437.5,165.2,43.3
442.1,171.5,44.8
448.7,175.9,42.0
455.1,179.9,40.8
455.1,183.0,31.5
459.3,187.8,26.7
463.0,182.6,20.6
461.5,173.3,21.4
459.6,166.3,30.2
453.9,159.5,33.7
451.7,148.3,29.8
451.5,145.4,42.7
450.9,151.4,34.2
447.0,156.8,37.4
444.2,165.3,33.8
440.5,170.7,37.5
437.8,175.6,40.7
438.2,172.9,34.9
440.4,169.2,33.7
441.1,161.5,27.7
440.0,159.7,30.1
443.3,160.6,13.3
439.8,161.5,21.0
443.5,167.5,26.9
439.6,170.1,21.5
433.9,169.8,30.0
440.4,170.5,26.3
446.1,175.4,37.3
449.6,172.9,32.1
450.8,177.3,23.5
451.2,177.4,23.0
449.3,170.0,24.2
449.3,157.9,35.4
450.6,158.5,43.7
449.0,155.7,37.0
445.0,156.3,35.5
441.5,159.3,44.6
435.4,167.0,33.6
439.4,163.5,30.0
435.6,165.6,22.6
432.4,164.9,30.8
434.5,170.8,35.6
440.0,168.0,37.1
434.4,167.7,45.5
438.2,164.4,40.7
444.8,171.7,49.3
451.2,170.4,35.7
449.5,171.7,40.9
447.3,174.1,51.7
446.3,177.7,33.5
441.3,166.6,25.2
441.7,164.3,23.6
439.7,157.9,20.0
436.2,159.6,18.9
432.8,155.7,20.6
425.6,163.6,21.5
427.4,165.5,18.7
424.4,169.3,18.3
423.7,164.0,18.3
419.2,162.7,24.2
419.0,159.3,30.4
421.0,157.4,24.6
419.8,157.6,27.6
417.7,161.9,34.1
420.0,165.2,19.7
415.5,169.3,13.0
414.8,163.1,8.5
413.9,160.0,5.1
410.8,153.2,10.2
407.6,143.9,10.6
399.9,140.2,13.5
395.9,140.4,24.6
395.9,143.0,26.9
395.9,148.3,35.9
390.0,153.4,27.7
394.1,157.7,20.1
395.7,160.0,17.8
396.5,158.8,26.6
395.6,155.3,23.3
395.6,153.6,29.1
401.1,154.6,24.6
400.3,152.6,20.3
396.5,150.8,17.6
392.8,149.9,24.1
394.9,152.3,16.8
393.7,144.3,22.0
392.6,143.6,18.1
395.6,152.9,14.5
390.9,155.0,3.6
387.4,150.4,3.4
384.3,155.6,9.6
378.8,154.7,10.1
375.2,142.7,14.2
372.1,137.6,12.6
369.0,140.9,10.5
362.6,138.3,9.1
357.2,132.5,8.5
353.4,137.6,14.0
348.2,140.9,11.1
351.3,137.8,13.0
349.6,143.5,11.4
349.1,149.8,15.7
344.9,148.6,10.1
342.4,142.9,9.6
338.7,146.8,10.3
338.3,143.7,10.4
334.4,138.9,13.7
328.6,136.8,23.2
326.9,141.3,26.2
327.6,140.4,22.2
326.0,139.5,24.2
325.9,142.7,17.0
326.6,144.7,20.3
327.6,141.4,26.7
330.3,137.6,17.3
327.3,136.2,13.5
321.6,130.7,12.7
324.0,130.3,12.7
320.1,128.6,14.3
317.9,125.6,13.5
314.5,125.2,11.3
310.6,134.1,9.4
309.6,127.4,14.2
308.2,128.6,14.0
303.7,128.0,10.2
303.0,127.1,14.8
307.6,121.3,20.6
310.0,126.2,22.5
310.0,127.4,15.0
305.4,128.2,11.0
304.7,129.9,7.7
304.2,130.4,10.4
302.4,127.0,8.4
299.2,127.6,12.2
296.9,127.1,20.1
295.5,123.1,13.6
293.3,120.9,13.5
288.9,114.5,15.5
287.0,112.8,13.7
284.1,108.8,13.8
281.4,108.2,14.8
279.0,102.7,11.5
274.5,105.1,19.1
277.9,107.6,14.8
274.8,110.7,16.3
273.6,114.6,10.2
272.4,121.7,12.2
275.9,126.4,18.2
280.0,127.2,21.4
281.9,127.8,7.3
276.6,121.0,7.6
277.4,119.4,10.9
276.9,114.7,9.8
276.9,109.1,8.4
274.0,104.8,7.6
267.6,107.9,14.2
266.2,105.5,10.3
263.2,105.7,12.4
264.2,110.3,20.0
256.8,109.1,26.1
257.0,114.1,22.6
254.0,113.8,20.2
246.2,109.9,13.9
243.7,102.4,9.7
237.2,106.9,10.8
239.2,102.3,10.1
237.1,97.8,15.6
234.9,104.7,15.2
235.3,111.2,21.1
239.1,112.6,25.9
239.2,112.6,32.6
240.8,118.5,30.6
249.3,121.3,20.9
251.4,118.1,17.8
248.9,117.2,16.1
248.8,116.5,11.2
247.0,113.0,11.7
249.8,106.7,14.9
249.6,105.6,8.2
246.4,103.6,12.1
248.4,105.9,15.2
246.2,107.7,10.5
242.8,110.1,11.3
244.6,115.5,9.4
243.0,119.2,14.9
242.8,115.4,17.1
243.2,114.4,16.3
243.8,115.6,18.8
244.2,108.6,19.1
244.8,103.0,15.5
241.8,106.0,17.6
236.5,103.0,13.6
237.1,100.5,16.2
234.2,101.4,19.3
229.2,107.5,25.0
230.3,105.7,16.8
228.0,109.5,18.4
226.3,106.8,18.7
226.8,108.0,19.4
225.3,101.3,23.0
223.1,96.7,23.1
219.7,93.0,19.3
218.6,91.6,28.3
217.5,92.6,24.2
212.8,92.2,26.0
209.3,95.7,15.5
208.5,96.2,19.1
206.0,99.2,15.4
206.4,94.6,16.9
204.3,97.1,12.0
203.1,92.7,7.1
198.5,90.0,11.6
199.9,87.9,12.2
198.2,90.1,12.4
202.0,90.6,12.8
200.7,91.0,9.3
198.3,91.9,14.6
196.4,91.0,15.9
197.9,91.1,11.6
198.8,91.0,13.9
196.9,90.4,10.7
193.5,90.5,7.5
188.7,87.9,6.4
185.8,85.0,8.5
183.4,76.7,7.4
179.0,74.6,13.2
179.5,75.5,7.1
175.4,78.1,11.7
173.5,78.5,16.1
168.3,81.7,14.8
163.2,79.2,19.2
161.6,76.8,20.5
164.4,74.4,15.2
166.2,76.6,15.3
164.5,74.5,11.6
160.7,72.8,11.4
161.4,77.6,12.4
162.6,77.3,12.9
166.7,75.2,21.9
166.8,76.4,18.3
166.4,83.0,16.5
168.5,79.7,18.3
169.5,82.8,11.3
168.5,80.9,11.9
165.6,80.1,10.8
165.9,76.5,11.0
167.9,74.5,18.9
172.2,72.0,18.9
173.7,72.8,15.8
171.3,76.2,15.3
170.8,78.2,8.6
171.5,79.8,11.2
170.5,81.3,8.4
168.9,80.8,4.8
164.0,76.6,5.2
161.7,73.6,12.9
163.2,72.8,11.1
163.3,69.6,12.6
164.7,70.8,13.9
160.1,73.8,9.7
160.2,78.9,11.6
158.1,80.1,14.4
157.6,81.9,11.4
156.3,82.8,8.8
154.7,81.2,7.3
156.1,77.7,3.9
158.1,72.5,4.3
155.5,72.6,7.3
152.6,67.5,3.8
153.4,70.6,12.1
155.0,72.2,13.8
154.9,79.2,16.9
155.9,79.7,17.6
154.6,84.7,14.4
155.1,87.0,13.3
157.0,84.0,7.1
159.1,81.1,11.7
157.2,82.2,6.5
158.2,83.5,7.4
156.8,82.6,2.0
157.2,85.6,5.0
160.2,86.4,5.4
160.4,87.8,4.3
159.4,81.4,5.2
158.9,79.4,5.7
157.4,78.7,3.8
155.7,74.2,10.7
156.3,73.3,10.4
155.5,79.2,11.2
156.1,80.6,8.9
156.3,77.6,3.5
151.4,76.5,7.8
150.8,73.9,12.4
152.1,73.2,16.5
150.1,70.7,17.7
147.9,72.4,14.7
145.7,79.6,16.9
144.9,79.6,11.7
144.7,76.5,10.3
141.2,73.6,8.4
138.1,70.4,6.6
137.4,63.1,6.6
136.6,60.5,6.2
135.7,59.3,14.9
132.4,60.7,14.5
132.5,61.2,14.3
130.2,61.7,13.3
126.9,61.2,12.9
127.9,60.7,13.2
127.1,58.8,18.7
124.0,57.1,15.6
123.8,57.8,21.1
120.9,56.6,15.6
121.4,56.5,9.7
117.8,56.6,12.2
114.7,56.3,15.0
115.7,57.7,13.1
113.8,58.7,15.0
114.0,59.1,15.9
116.4,63.2,12.9
115.9,68.7,15.1
117.0,67.0,12.7
115.1,71.5,12.4
118.2,71.7,14.6
119.2,68.5,10.6
120.2,64.2,7.5
118.8,67.2,8.8
118.6,62.1,10.1
118.3,61.9,11.8
117.9,61.3,8.9
111.2,60.4,9.8
107.8,54.3,11.2
105.9,54.2,12.2
105.0,53.4,10.9
103.2,53.8,19.8
101.8,53.9,16.2
100.7,56.2,14.8
101.1,60.7,16.6
101.2,59.4,19.8
103.3,59.5,13.9
102.8,62.3,16.6
102.3,59.0,16.6
101.1,50.6,16.1
101.0,48.9,20.4
100.6,46.7,19.4
100.1,43.6,20.2
101.4,44.2,24.1
99.0,47.1,25.5
99.6,49.3,23.5
100.0,50.9,20.8
100.2,52.0,22.9
101.4,50.0,21.5
100.3,52.9,21.9
103.5,54.3,26.8
104.9,54.7,27.6
105.1,58.3,23.2
102.2,58.2,21.7
102.8,55.0,21.2
101.6,49.7,21.5
100.1,47.2,17.7
98.5,43.9,19.2
96.8,45.4,19.5
98.2,50.9,21.5
99.2,52.6,21.3
99.0,52.2,25.8
95.4,55.1,25.1
94.3,55.8,26.3
96.1,52.9,23.2
94.7,52.1,23.4
94.5,53.2,20.9
92.6,48.8,22.1
93.7,49.7,24.8
93.8,50.9,21.8
92.1,48.3,18.4
91.0,45.6,19.3
91.2,48.8,27.3
92.4,50.4,29.2
93.7,50.0,27.7
94.0,54.5,23.1
93.9,55.9,22.7
94.2,56.9,17.3
96.3,53.4,16.9
97.8,53.1,18.4
100.0,52.2,19.9
101.8,54.0,16.5
101.9,51.5,14.7
101.7,52.6,13.5
100.1,51.4,13.7
100.9,53.8,16.8
99.9,50.9,15.0
99.0,52.8,15.3
101.0,55.0,9.5
100.1,59.3,18.3
102.3,58.9,14.7
103.1,63.2,9.9
104.7,62.8,12.5
104.6,61.1,9.6
103.4,56.0,10.8
103.6,53.2,10.8
103.4,50.3,10.0
103.2,47.1,13.2
101.2,42.2,13.2
99.4,42.7,15.8
99.9,44.6,13.2
100.1,44.1,12.5
95.1,44.9,13.6
91.4,46.1,16.1
89.5,47.2,14.1
90.6,47.7,12.3
89.6,47.5,10.6
88.0,50.0,14.2
86.9,52.5,8.7
86.9,55.2,8.5
87.1,51.6,6.8
85.5,49.6,9.4
83.8,45.6,10.5
85.8,44.9,6.1
87.5,39.4,9.8
88.0,39.6,13.1
88.4,42.4,12.5
87.2,43.8,16.3
85.1,42.6,16.9
83.9,44.2,22.3
84.2,44.8,29.5
88.3,46.6,29.1
87.6,48.0,30.3
88.5,51.4,31.1
87.8,49.2,32.3
87.1,47.4,29.0
88.1,42.8,33.8
87.6,40.2,35.3
