Ants,Larva,Food
23.4,13.5,1.4
23.7,13.6,0.4
23.1,13.8,0.8
24.0,13.7,0.5
24.4,13.8,3.6
24.6,17.3,1.8
24.0,17.4,0.6
23.5,18.8,1.2
23.5,20.0,2.6
23.6,20.8,0.1
23.5,17.4,0.4
23.6,16.2,1.2
23.3,15.3,0.0
24.3,13.6,0.3
24.2,11.6,0.6
24.3,13.1,1.0
23.4,14.4,0.0
23.6,13.8,0.0
23.4,14.0,0.7
21.9,14.2,1.2
21.7,13.5,2.9
21.3,14.7,4.1
21.5,15.7,3.5
21.7,16.8,4.0
21.6,17.3,3.9
21.4,17.7,2.1
20.6,15.2,0.8
21.4,14.8,0.6
21.6,13.0,0.4
21.5,11.5,0.6
20.7,10.0,0.4
20.2,10.4,0.7
20.6,8.3,0.8
20.2,9.4,1.7
19.3,10.4,1.7
19.5,13.4,2.4
19.6,15.1,3.5
18.6,16.9,2.4
18.8,16.2,1.5
19.4,15.5,0.7
19.0,12.9,0.0
19.1,10.2,1.6
19.0,9.6,1.7
18.7,9.0,4.4
19.1,8.7,2.6
18.5,10.3,2.1
17.6,13.1,2.6
17.0,13.5,2.1
16.0,13.0,0.4
15.7,11.9,1.0
16.5,11.8,1.9
17.6,10.0,1.7
17.3,8.8,0.0
16.4,8.6,1.9
15.7,9.6,3.8
17.0,8.6,5.4
17.9,10.2,3.1
18.3,11.2,3.8
18.3,12.3,4.3
19.2,13.7,5.5
19.6,14.8,4.8
21.8,15.2,4.7
22.8,14.8,6.5
23.5,14.8,3.5
25.3,14.7,5.7
25.8,16.3,5.0
28.0,16.4,3.0
28.2,19.5,4.8
29.5,20.4,4.4
30.0,22.1,1.9
30.0,22.4,0.6
30.7,23.7,4.3
31.2,24.8,2.0
31.7,25.6,0.0
30.9,22.4,0.2
30.5,21.2,0.1
30.2,18.8,0.5
29.7,15.7,2.0
30.1,13.8,1.0
30.2,14.4,0.8
30.5,16.2,0.4
29.6,17.9,0.2
28.5,18.8,0.7
27.5,19.0,0.6
28.0,19.5,2.6
29.2,20.1,0.1
30.9,20.3,0.0
30.7,20.1,0.7
29.8,19.5,0.0
30.3,20.6,0.8
29.9,18.3,1.4
29.2,15.3,2.6
28.6,15.0,4.5
27.4,15.3,4.3
26.5,13.0,3.3
25.1,13.3,4.5
24.1,16.5,4.0
24.4,16.3,2.7
23.5,17.1,1.0
23.0,18.0,1.0
22.8,17.2,1.3
22.2,12.8,1.4
22.2,11.6,1.6
22.2,10.7,0.3
22.3,11.1,1.1
22.8,11.8,1.8
21.9,14.5,0.0
20.2,14.1,0.0
19.1,12.1,0.0
18.5,9.9,3.3
18.6,10.1,3.3
18.9,9.7,2.8
19.3,11.0,0.7
18.5,11.3,0.5
16.9,13.3,0.8
16.9,12.8,0.8
16.4,12.0,1.0
17.3,10.5,0.3
16.7,10.7,0.4
17.0,9.5,2.3
15.6,9.0,1.5
14.7,8.1,0.8
15.1,8.1,0.0
14.6,7.8,0.6
13.8,8.2,1.6
14.6,9.0,2.5
14.2,9.9,2.3
14.4,10.2,3.6
14.4,10.4,3.0
14.0,10.0,2.2
14.9,9.1,3.6
16.5,9.1,2.2
16.8,9.3,2.8
17.4,10.5,0.6
16.7,10.7,1.8
17.0,10.9,0.6
17.1,9.6,1.0
17.4,9.5,1.7
17.9,9.4,2.8
18.0,11.6,1.0
19.0,12.0,1.6
18.3,13.7,1.1
17.9,14.4,2.2
18.4,14.4,1.6
20.2,13.6,0.2
20.7,14.1,1.0
21.0,13.6,0.6
21.0,14.7,0.6
20.7,13.7,1.4
19.9,13.3,0.3
19.8,13.0,0.1
18.9,11.7,0.4
18.8,10.5,0.4
18.8,10.5,0.3
17.9,9.8,0.6
17.4,9.9,0.5
15.8,10.8,0.0
14.1,9.8,0.0
13.9,9.3,0.4
13.0,8.8,0.0
12.8,7.2,0.0
12.6,6.2,0.6
11.7,7.1,1.4
10.5,8.3,0.4
10.3,7.6,0.9
10.1,7.7,0.6
9.3,6.9,0.8
9.1,6.4,1.4
10.1,5.7,0.9
10.2,6.4,1.1
10.4,5.6,0.6
10.1,6.5,0.7
10.2,6.0,1.0
10.3,5.2,0.8
10.3,4.4,0.6
9.8,5.0,0.5
10.1,5.0,2.9
10.2,5.9,2.7
10.5,6.6,4.3
10.6,8.0,4.0
10.6,8.6,5.9
11.3,8.7,6.0
11.8,8.9,5.1
12.4,8.9,3.7
13.5,8.8,3.0
13.2,8.8,3.1
13.0,8.1,2.9
13.7,7.9,3.7
14.4,8.3,2.3
15.7,8.2,0.4
15.0,7.3,1.1
14.6,8.9,1.1
14.6,9.7,0.3
14.8,8.5,0.0
14.9,7.4,0.4
15.1,9.7,0.7
15.6,8.5,0.0
13.7,6.3,0.0
13.5,6.7,2.1
13.2,8.0,3.2
14.3,7.7,1.4
14.3,7.8,0.7
13.7,10.4,0.9
13.4,10.8,0.5
