Ants,Larva,Food
50.0,0.0,16.0
50.0,0.0,46.4
50.0,0.6,86.9
50.0,2.7,117.3
47.9,11.9,127.7
43.7,20.4,140.6
40.3,25.8,158.0
38.7,32.3,165.1
38.2,36.8,180.4
43.9,33.2,192.1
49.9,29.1,193.5
52.5,29.5,204.1
57.3,26.2,215.2
61.9,23.9,226.4
65.3,24.5,222.6
68.2,27.0,224.5
71.3,30.5,220.8
72.0,36.8,228.2
73.0,40.9,239.9
75.6,46.6,245.5
79.2,47.3,257.7
83.9,48.0,267.1
89.9,45.5,278.2
93.2,46.6,289.7
100.4,44.8,299.3
105.3,44.8,312.1
109.5,45.4,325.0
113.0,50.1,331.6
116.0,53.2,337.5
121.7,56.8,345.7
122.6,61.7,351.3
126.9,66.8,357.1
132.5,68.3,364.1
138.7,70.9,364.0
144.0,72.6,356.7
152.3,74.0,349.7
160.4,75.3,348.4
166.8,76.7,354.6
173.5,77.9,368.8
180.4,81.2,373.9
189.4,84.4,377.6
195.6,85.3,378.4
199.1,89.5,390.1
205.5,93.3,390.5
213.5,93.5,392.7
222.1,97.0,394.5
228.3,101.5,391.2
235.2,106.0,389.8
242.1,108.6,399.2
248.3,115.8,402.3
259.1,122.2,398.6
267.1,129.1,391.9
276.9,133.2,390.8
284.8,140.5,382.5
294.7,145.3,382.8
309.2,145.7,370.0
323.6,148.4,360.9
333.9,150.0,351.2
345.6,149.3,342.8
356.1,150.9,330.0
367.5,152.7,310.1
376.8,159.5,292.2
387.7,164.5,272.1
397.3,177.2,252.1
410.0,184.4,240.4
420.0,190.7,217.8
430.9,190.1,203.5
439.4,193.0,185.4
445.7,185.9,174.2
444.5,177.0,162.5
444.9,175.0,157.8
450.6,177.0,150.8
454.2,174.8,138.6
457.1,185.2,110.1
462.5,199.9,96.7
470.2,205.2,85.1
474.3,210.3,71.1
474.4,211.8,69.0
481.5,207.3,49.0
485.4,200.9,31.1
482.0,193.1,20.8
478.9,179.1,17.9
471.1,174.6,10.4
465.8,170.8,4.0
462.3,164.6,4.6
452.2,164.1,7.9
442.0,173.2,8.3
436.7,175.0,8.3
431.1,172.0,11.8
423.0,166.6,13.4
422.8,175.7,7.1
417.7,171.3,9.9
418.4,167.2,12.7
417.4,168.4,9.2
413.3,172.8,9.0
417.7,164.5,7.6
416.7,163.3,9.6
411.0,163.1,10.7
401.7,153.5,10.9
395.9,150.3,10.0
390.2,144.0,14.8
388.6,139.7,16.3
390.6,144.1,15.7
387.7,156.2,25.7
392.7,165.3,43.2
391.2,176.4,35.0
390.1,188.6,27.0
391.7,189.2,20.5
396.7,181.4,14.1
399.8,174.7,10.5
398.8,166.0,9.0
402.4,156.2,11.9
400.4,148.9,6.7
397.5,155.1,10.0
400.6,156.2,11.5
401.5,165.6,6.9
393.4,164.4,4.6
389.9,164.8,11.9
387.3,158.6,7.7
385.4,152.6,14.3
387.7,145.9,13.8
382.4,147.1,14.3
380.9,150.9,18.0
381.0,156.0,21.9
383.2,160.0,21.2
381.6,164.3,20.6
383.6,166.5,15.9
381.7,167.2,8.0
379.8,162.5,5.2
379.4,162.5,9.0
382.8,163.1,9.2
376.9,156.2,12.4
373.5,154.6,20.0
368.8,152.8,21.7
368.8,151.3,23.6
370.3,151.0,23.9
368.8,156.0,27.1
368.5,159.8,15.3
360.3,159.5,22.0
362.5,163.4,20.5
364.1,164.2,18.9
366.5,166.1,15.2
366.3,165.8,11.1
360.2,168.2,8.7
358.1,162.0,6.1
358.0,156.9,14.4
360.9,152.4,12.3
363.8,147.0,5.5
364.6,147.9,13.9
364.6,149.2,17.3
367.7,155.7,19.7
365.1,161.6,12.5
365.2,165.7,11.8
365.1,166.5,10.7
365.5,163.5,9.6
365.5,157.4,7.3
368.3,150.5,9.1
370.2,146.4,15.2
370.8,146.4,6.7
365.8,150.7,7.7
366.1,152.6,9.2
369.0,152.7,11.0
370.2,155.0,10.7
370.2,155.4,19.5
373.1,157.6,17.3
377.1,162.4,25.2
381.0,169.2,10.9
381.5,170.5,12.3
379.9,170.1,10.2
377.6,165.9,14.2
376.0,159.9,4.5
370.7,149.8,1.1
365.7,149.2,7.4
362.5,141.6,4.5
359.1,142.4,8.1
355.8,147.7,8.2
354.8,154.3,9.1
357.1,157.5,5.3
351.7,165.2,6.8
349.8,167.8,10.5
351.2,166.2,4.9
347.8,164.2,9.2
348.8,156.1,8.0
344.3,149.8,3.9
340.9,140.6,2.9
334.4,133.7,1.8
331.8,128.6,7.2
328.8,134.6,11.2
322.8,136.3,6.9
322.1,139.3,8.2
321.6,149.3,8.3
322.1,154.6,8.1
324.1,148.9,7.1
318.0,148.7,11.3
321.0,150.6,12.9
324.8,143.8,12.4
326.1,140.7,11.9
325.7,145.7,9.0
321.9,144.3,12.0
321.9,141.9,7.4
322.8,145.3,11.2
323.8,147.3,4.9
319.8,141.3,2.9
311.0,138.1,9.9
309.7,141.2,11.3
313.0,138.1,6.5
305.3,132.6,11.3
301.9,135.9,10.9
293.7,140.8,9.2
298.2,138.4,6.2
297.3,139.2,5.3
297.7,141.0,6.6
297.4,138.7,7.8
292.3,133.2,12.8
299.0,129.0,15.9
302.7,131.8,7.9
301.9,130.1,11.1
304.2,137.6,5.5
301.8,141.4,5.8
298.0,139.6,6.9
296.1,137.1,6.8
291.7,134.6,2.4
290.7,124.7,4.7
294.6,128.3,9.1
293.0,134.0,6.8
289.7,128.7,6.2
283.7,131.2,13.2
281.1,135.5,13.9
285.8,130.8,8.8
285.1,126.3,7.4
276.7,126.9,6.0
270.5,125.9,5.4
262.3,119.0,4.3
262.3,118.5,3.4
258.8,117.1,9.3
260.8,118.7,8.6
261.0,120.1,4.3
252.5,122.3,2.9
252.3,120.3,3.3
250.2,121.3,4.3
253.2,119.9,3.5
251.8,114.8,4.9
250.8,116.7,8.6
249.6,114.8,5.1
249.3,116.7,3.7
245.5,115.6,5.9
244.2,119.9,9.6
247.7,121.5,5.5
247.2,122.3,2.8
247.5,117.0,3.5
244.9,118.0,6.9
239.5,114.5,15.0
238.2,111.6,12.9
235.6,111.4,5.2
233.5,116.2,7.3
230.6,113.1,8.0
231.3,116.3,9.1
231.5,118.2,7.3
231.1,119.3,6.0
231.6,114.7,4.0
231.2,119.0,6.2
226.8,113.5,4.4
223.5,111.8,3.0
224.8,110.6,4.8
225.4,114.5,5.2
225.9,116.0,2.3
222.7,119.0,3.5
221.2,116.4,4.4
219.3,117.8,3.5
219.5,111.2,3.0
218.7,103.9,0.6
216.7,104.0,4.2
216.1,106.7,7.5
217.1,103.5,2.3
212.6,101.8,9.8
213.8,103.3,8.0
210.0,103.9,15.5
212.8,104.8,14.3
210.0,106.5,8.2
205.6,108.5,4.8
202.7,106.7,4.2
204.3,107.4,3.8
202.6,100.7,6.4
197.9,97.5,4.9
194.7,100.2,7.1
194.2,97.8,2.3
191.7,92.5,6.6
188.8,90.4,4.9
185.8,92.0,5.4
185.6,87.0,3.5
182.5,85.9,7.0
179.6,91.2,6.5
176.8,93.0,7.5
177.7,89.3,4.5
173.5,90.6,5.4
171.1,91.7,4.5
168.6,84.4,2.1
167.1,79.0,6.9
165.6,80.7,5.9
166.4,82.6,4.8
167.6,83.6,9.4
168.2,89.6,8.9
167.8,95.2,9.5
169.9,96.8,5.0
171.1,93.1,6.0
170.4,93.7,7.2
172.7,92.4,7.4
169.7,86.6,6.4
167.9,80.6,7.2
166.2,81.4,10.4
168.3,78.7,8.6
166.5,76.2,11.6
166.4,80.4,12.3
167.2,86.9,11.7
169.2,87.2,9.0
168.8,86.1,4.5
168.2,89.5,8.3
171.6,91.0,13.8
174.0,89.0,13.3
173.5,88.0,10.5
172.4,89.9,12.5
174.9,90.8,8.9
173.2,88.4,7.5
169.8,86.0,6.5
168.0,86.6,7.1
167.9,87.8,4.8
167.0,86.5,4.1
166.5,87.7,2.0
165.3,88.7,2.7
161.5,86.0,1.9
158.7,79.7,3.0
157.4,74.6,3.2
156.0,69.2,4.2
151.0,63.9,3.6
148.7,61.8,4.4
142.5,63.3,5.1
141.0,65.5,9.5
140.2,70.9,10.9
137.9,78.5,11.9
137.1,83.6,13.5
135.5,86.2,9.7
133.7,88.4,3.0
132.8,81.2,4.0
133.5,75.9,1.0
131.8,68.6,6.2
130.7,62.0,10.7
133.1,60.5,7.3
132.3,65.2,7.2
133.8,69.9,5.3
132.7,76.4,3.7
129.5,79.8,4.1
128.7,75.2,5.6
