,Ant,Larva,Food
1,100,0,0
2,100,0,60
3,80,7,173
4,58,56,289
5,47,77,403
6,92,45,522
7,108,60,525
8,116,72,660
9,141,69,1051
10,145,77,1197
11,161,94,1309
12,183,99,1541
13,203,92,1809
14,218,104,2040
15,235,124,2322
16,248,146,2606
17,277,141,2689
18,322,156,2897
19,340,182,3247
20,382,199,3614
21,421,213,3997
22,457,234,4287
23,481,263,4692
24,538,295,4894
25,593,343,4895
26,656,398,4992
27,731,394,4862
28,829,430,5007
29,889,491,5099
30,991,504,5186
31,1076,568,5237
32,1172,606,5301
33,1289,674,5231
34,1381,746,5216
35,1532,821,4836
36,1673,753,4849
37,1823,552,4749
38,1873,469,4683
39,1830,556,4771
40,1736,653,4776
41,1707,679,4771
42,1764,581,4688
43,1814,524,4673
44,1759,599,4714
45,1727,633,4714
46,1726,601,4653
47,1749,558,4613
48,1741,616,4712
49,1709,601,4618
50,1767,524,4578
51,1741,514,4509
52,1698,575,4545
53,1657,644,4600
54,1695,605,4588
55,1737,589,4651
56,1730,583,4624
57,1731,564,4588
58,1709,526,4467
59,1696,537,4463
60,1668,558,4451
61,1643,519,4321
62,1613,499,4211
63,1622,529,4301
64,1577,602,4354
65,1575,586,4321
66,1632,448,4157
67,1625,466,4179
68,1544,569,4225
69,1542,559,4199
70,1573,529,4202
71,1590,539,4256
72,1576,565,4280
73,1577,566,4285
74,1593,485,4154
75,1623,503,4250
76,1511,661,4343
77,1523,615,4273
78,1637,482,4236
79,1631,509,4279
80,1604,534,4275
81,1608,587,4389
82,1577,594,4339
83,1656,503,4316
84,1653,622,4548
85,1623,726,4697
86,1712,614,4649
87,1785,528,4623
88,1773,487,4517
89,1744,530,4546
90,1677,646,4643
91,1688,671,4717
92,1746,649,4789
93,1727,546,4545
94,1802,505,4613
95,1684,647,4661
96,1665,603,4533
97,1698,544,4483
98,1650,551,4399
99,1640,588,4455
100,1595,605,4398
101,1633,526,4315
102,1655,487,4281
103,1608,525,4265
104,1563,637,4399
105,1531,684,4418
106,1632,563,4388
107,1666,512,4353
108,1646,509,4304
109,1600,504,4203
110,1543,558,4201
111,1494,515,4015
112,1497,510,4013
113,1431,579,4017
114,1462,594,4111
115,1475,581,4111
116,1538,480,4032
117,1531,421,3899
118,1490,444,3868
119,1404,519,3843
120,1397,529,3849
121,1403,498,3799
122,1421,514,3868
123,1416,577,3983
124,1440,517,3913
125,1490,494,3965
126,1461,505,3922
127,1435,519,3906
128,1436,484,3838
129,1478,477,3908
130,1437,556,3984
131,1387,536,3844
132,1443,464,3813
133,1445,533,3954
134,1413,643,4110
135,1422,623,4089
136,1493,484,3954
137,1534,527,4121
138,1474,633,4211
139,1492,541,4063
140,1551,425,3949
141,1521,505,4051
142,1416,535,3899
143,1434,440,3740
144,1366,566,3863
145,1312,602,3826
146,1408,480,3772
147,1413,499,3823
148,1385,533,3834
149,1348,591,3875
150,1363,582,3888
151,1393,566,3915
152,1422,560,3962
153,1442,536,3955
154,1454,500,3906
155,1412,569,3959
156,1397,649,4091
157,1405,623,4054
158,1476,560,4073
159,1506,520,4045
160,1485,557,4157
161,1433,569,4003
162,1453,549,4046
163,1450,557,4188
164,1468,540,4232
165,1428,555,4053
166,1441,567,4093
167,1436,539,3947
168,1457,473,4008
169,1431,493,4050
170,1357,537,4162
171,1341,476,4414
172,1327,420,4506
173,1308,491,4445
174,1237,486,4486
175,1275,430,4473
176,1220,445,4488
177,1199,437,4633
178,1187,449,4660
179,1198,465,4741
