0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027138612493090105,0.9997286138750698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003913311065762826,0.9960866889342376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004807692307692308,0.008354695989982914,0.9915972270869406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000048543689320388346,0.0001283783783783784,0.011837937019417877,0.9879851409128835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004424778761061947,0.00011750881316098707,0.016406111414099426,0.9834321319851288
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003875968992248062,0.00014319552110249784,0.020056591411088367,0.9797614533778871
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006698028673835126,0.00019325364761056075,0.024544769022449554,0.9751949970432018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006142322097378277,0.0003576030518218058,0.02745482116522936,0.9721261525619759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008476593163491043,0.00045842445597526474,0.029542727345129687,0.9699140822672601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018554533773575198,0.0005663869348893571,0.03271466741162215,0.9665334003157526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016357944806761718,0.0007592780118575485,0.0352641165771702,0.9638130259629043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012717906665819312,0.0009772491721019914,0.0373093712719209,0.9615862004893196
