Ants,Larva,Food
50.0,0.0,21.0
50.0,0.0,57.2
50.0,1.3,91.0
50.0,4.2,106.1
46.5,16.5,120.2
44.0,24.2,132.5
40.1,30.4,156.4
38.4,37.8,167.6
38.1,41.7,184.5
45.8,36.5,191.6
52.5,33.5,207.5
55.6,33.3,224.0
62.8,29.1,244.4
67.1,28.6,266.3
71.4,27.8,275.9
74.1,31.4,296.3
75.3,33.5,316.7
76.6,38.6,344.1
79.5,43.6,371.9
80.7,49.8,396.4
86.3,52.8,423.0
89.5,57.2,453.2
94.9,57.0,474.3
100.9,57.5,501.1
108.4,57.2,539.6
116.1,56.1,565.1
122.0,57.8,590.9
126.3,61.4,616.9
131.8,62.5,640.0
136.2,68.1,676.2
141.5,69.5,719.8
146.6,72.5,748.1
153.1,75.3,782.3
158.9,78.7,807.9
166.5,80.0,838.8
172.2,84.0,870.2
179.2,85.9,911.8
188.2,87.4,930.9
194.6,91.0,956.8
202.4,94.4,1002.2
209.7,97.0,1044.2
216.7,103.4,1068.2
224.4,106.7,1092.1
232.7,112.0,1107.4
240.9,114.8,1142.1
246.9,118.0,1182.9
259.5,115.8,1217.8
266.5,119.8,1252.9
277.4,120.4,1287.5
286.7,121.4,1337.2
295.0,127.0,1357.4
301.8,132.3,1382.3
311.8,135.5,1426.7
322.6,140.0,1459.6
330.0,143.8,1482.4
341.4,146.6,1513.6
353.9,149.2,1544.6
364.3,156.3,1563.0
374.6,159.0,1582.8
384.6,164.4,1604.8
392.9,168.2,1618.0
402.8,171.4,1633.6
416.6,173.3,1633.5
428.7,177.0,1654.0
443.2,179.5,1680.4
454.8,184.7,1699.0
464.7,191.1,1718.0
476.4,192.0,1748.9
488.8,200.3,1761.3
502.3,202.0,1794.3
516.6,209.6,1804.7
530.7,212.8,1831.1
541.6,217.3,1845.1
558.8,222.1,1848.5
571.5,229.8,1872.5
589.4,229.6,1870.3
604.6,236.4,1893.7
617.2,246.7,1890.5
632.1,251.0,1908.9
648.8,254.0,1918.0
661.1,256.9,1925.5
676.6,260.7,1915.7
695.1,258.9,1907.9
710.8,259.6,1899.4
728.1,267.2,1886.1
738.8,276.2,1883.1
754.8,281.7,1855.7
767.5,294.9,1839.2
774.9,302.3,1830.7
790.3,308.0,1826.7
808.6,307.0,1814.3
823.6,312.1,1785.2
846.2,311.3,1757.6
859.5,317.6,1734.7
878.5,322.1,1707.1
895.1,329.7,1684.4
910.4,335.6,1659.6
924.7,339.7,1630.8
932.6,346.5,1577.9
952.0,346.5,1531.9
969.8,355.3,1497.0
988.3,352.3,1461.1
1005.4,356.0,1420.8
1017.8,358.8,1360.1
1033.6,363.5,1315.5
1052.6,361.8,1250.6
1064.2,368.2,1208.3
1081.0,367.3,1157.8
1087.4,369.8,1116.5
1093.8,363.6,1081.2
1098.1,354.0,1038.1
1091.6,347.6,1012.8
1091.4,345.5,976.9
1085.1,337.3,946.4
1080.2,338.0,921.7
1078.6,336.9,897.3
1072.8,339.8,869.2
1064.6,340.4,834.7
1059.6,335.9,807.1
1057.4,338.7,769.5
1054.7,342.2,736.8
1051.5,342.3,709.1
1052.0,344.4,672.2
1049.7,354.1,627.4
1055.7,358.5,584.1
1057.6,356.6,554.9
1057.2,356.7,531.0
1061.1,354.3,504.7
1067.3,351.2,473.2
1067.6,343.9,457.1
1063.2,340.7,438.3
1054.8,337.4,404.4
1042.6,322.7,398.2
1029.2,313.3,377.8
1019.6,307.6,381.2
1007.7,304.3,366.2
991.8,301.6,356.7
974.0,312.4,339.5
963.8,313.6,328.9
950.5,315.9,317.8
934.8,313.9,311.0
928.8,315.8,315.9
930.4,319.3,312.7
928.0,323.6,292.9
930.3,324.3,280.1
926.3,330.0,282.8
923.8,333.0,279.2
920.5,323.6,270.4
920.5,316.9,265.4
920.3,312.3,265.7
924.2,313.5,257.8
926.6,312.2,257.0
917.1,316.8,237.5
908.6,310.3,248.6
907.1,310.8,251.0
903.8,300.5,247.9
904.7,294.6,229.4
908.2,297.7,217.4
900.5,307.9,214.7
894.0,308.8,213.2
889.6,313.3,206.1
889.7,322.0,197.6
892.1,317.1,182.9
891.8,314.8,159.7
884.4,308.5,171.6
879.6,305.8,159.2
881.2,294.3,161.1
875.0,289.7,155.4
875.3,288.9,144.3
871.6,296.5,135.9
868.5,297.1,129.2
861.5,299.4,117.6
860.8,305.9,109.4
864.8,307.6,104.0
873.5,307.8,83.6
875.3,312.1,79.8
878.4,315.8,78.6
879.5,312.5,68.0
878.6,307.7,63.6
884.2,310.3,52.7
888.6,316.1,45.6
896.4,316.8,34.2
891.9,315.4,12.9
885.6,317.4,21.2
875.6,309.3,19.4
873.8,290.4,26.1
870.7,281.2,34.2
872.5,281.1,36.2
861.3,278.0,28.4
853.9,278.6,31.7
849.9,293.3,41.9
851.9,309.3,42.2
855.4,314.5,35.9
849.3,318.6,41.1
849.9,327.1,42.5
854.1,320.5,48.9
865.2,312.2,36.6
859.0,302.0,43.5
851.8,298.2,53.4
856.0,290.7,47.5
855.5,292.6,42.7
857.3,289.3,37.8
854.8,298.5,28.7
851.9,298.6,44.9
853.4,306.8,32.1
847.3,307.4,49.1
846.2,312.7,42.6
852.5,315.3,44.3
845.6,321.2,35.9
846.7,311.2,23.8
837.8,311.6,15.4
833.9,303.4,12.4
831.7,302.3,9.0
818.0,287.5,9.6
809.9,289.0,16.9
814.4,292.8,21.6
804.7,293.4,32.8
803.1,285.5,39.0
793.9,296.3,47.8
793.5,298.9,51.8
803.1,299.2,42.5
805.7,305.6,37.2
805.4,321.5,19.4
811.6,327.0,14.6
805.9,321.8,22.6
814.7,323.0,21.3
818.6,317.6,18.5
825.3,307.0,17.2
828.3,307.4,15.3
822.0,317.9,25.8
825.0,316.0,17.2
