Ants,Larva,Food
50.0,0.0,0.5
50.0,0.0,4.0
50.0,0.0,14.2
50.0,0.3,35.9
50.0,1.0,57.2
50.0,9.9,58.3
46.0,20.6,62.6
43.4,24.6,70.1
39.8,30.6,82.4
36.4,35.8,90.5
33.3,33.1,95.1
38.9,26.7,96.0
47.7,26.6,98.2
50.4,25.3,104.2
55.2,24.0,112.0
58.8,23.5,110.2
62.0,24.6,121.6
65.2,28.5,133.9
65.9,32.6,152.7
67.4,36.2,159.3
68.6,39.8,172.6
69.5,41.8,186.4
71.5,42.0,202.4
75.0,40.9,215.1
80.7,42.1,233.0
85.9,42.9,244.7
91.0,44.4,262.7
95.4,47.5,277.4
98.7,51.3,290.4
102.7,54.8,297.0
106.3,57.7,308.8
108.4,58.6,327.0
111.3,58.4,340.2
118.0,58.8,360.5
124.2,58.0,372.1
131.5,58.8,381.6
138.9,62.3,393.4
143.6,63.8,414.0
148.4,67.0,434.2
152.7,69.6,453.0
157.3,72.2,484.1
163.2,74.1,501.8
168.8,75.9,526.8
171.8,77.8,552.9
178.3,80.0,577.7
183.7,82.6,598.0
191.5,84.0,614.2
196.9,88.4,629.9
203.6,89.4,642.1
211.3,93.5,667.9
216.6,93.6,684.3
224.2,94.3,694.8
227.0,95.3,709.2
234.4,97.4,728.8
241.2,99.5,734.7
247.5,100.8,751.2
252.8,107.2,771.6
256.2,107.6,782.0
262.6,109.2,797.3
270.9,110.7,811.8
279.5,111.4,818.5
283.5,111.6,832.7
292.9,112.2,848.1
300.5,111.7,865.7
307.7,112.0,875.2
315.4,114.4,882.5
319.4,114.4,884.2
327.0,116.9,902.5
327.5,120.4,907.1
332.9,121.6,927.3
337.0,121.6,951.4
340.8,120.6,989.1
348.0,125.3,1000.6
352.7,123.9,1023.2
360.4,127.6,1029.7
365.8,133.8,1042.9
370.9,135.8,1064.0
375.8,134.1,1079.5
382.2,133.3,1091.8
387.1,134.6,1112.9
393.3,128.8,1126.7
400.7,129.8,1139.0
404.8,131.1,1165.1
409.3,130.9,1193.3
412.6,129.3,1203.3
418.8,134.2,1236.3
418.4,136.4,1237.0
419.9,136.9,1255.2
423.9,140.4,1283.3
424.2,140.4,1301.7
429.7,138.8,1307.3
435.5,137.6,1310.9
442.0,138.0,1331.5
447.0,135.0,1340.1
450.5,133.5,1344.0
453.4,135.1,1376.0
450.7,133.3,1395.8
453.7,130.7,1412.9
454.6,129.9,1426.8
452.7,132.3,1426.7
452.6,130.3,1456.3
451.8,127.2,1499.3
453.2,126.2,1515.6
454.2,129.3,1531.0
453.5,125.2,1542.3
456.8,123.5,1580.3
457.6,120.9,1623.1
455.4,116.9,1655.4
456.1,113.7,1685.6
454.5,111.9,1713.9
454.4,110.3,1757.5
452.9,112.0,1783.3
446.5,114.1,1815.3
437.0,113.8,1842.8
434.3,115.0,1870.0
431.4,113.4,1900.9
427.0,111.6,1929.3
423.3,108.6,1964.2
417.7,106.1,1996.3
411.5,102.3,2031.0
409.9,101.7,2061.3
404.7,101.8,2100.8
401.7,101.8,2134.6
397.3,101.1,2175.0
393.4,101.5,2209.7
388.8,99.2,2241.5
385.7,97.8,2267.0
382.6,96.1,2318.1
382.1,93.9,2347.2
376.9,92.1,2379.1
370.0,90.9,2415.7
366.3,86.4,2446.7
361.1,83.3,2476.9
358.1,84.0,2514.6
353.1,82.4,2542.3
351.0,81.0,2581.3
346.5,82.9,2618.7
344.2,82.3,2665.9
340.8,80.8,2708.3
336.6,82.1,2747.9
332.6,83.1,2780.9
327.4,83.1,2805.2
324.4,83.4,2851.7
321.1,83.4,2890.6
321.4,81.7,2919.6
320.1,81.3,2953.5
316.8,81.6,2985.9
315.0,78.7,3028.6
313.5,76.5,3065.6
310.7,76.8,3117.4
308.2,75.1,3153.6
307.3,71.6,3190.2
305.9,70.3,3238.5
303.5,71.4,3279.7
300.7,68.7,3318.9
299.6,67.4,3372.3
299.5,68.2,3410.6
293.6,68.3,3464.4
285.7,66.7,3497.2
285.0,67.2,3542.0
280.2,66.8,3594.7
278.7,66.1,3634.0
275.9,67.7,3667.5
271.5,67.1,3710.5
270.5,65.1,3770.0
265.6,65.2,3811.5
264.4,63.2,3857.5
260.7,60.6,3910.7
257.2,59.9,3963.8
253.9,59.5,4005.8
249.4,56.7,4025.8
249.7,58.0,4083.9
245.8,59.8,4117.8
240.0,55.7,4159.3
239.0,56.2,4199.4
237.4,55.7,4244.3
234.6,53.5,4276.9
231.9,51.3,4318.5
230.6,53.2,4354.7
224.3,51.8,4388.7
220.6,51.5,4421.4
218.1,49.6,4463.4
215.3,49.7,4505.2
213.3,48.9,4542.1
211.5,48.0,4573.5
210.2,49.0,4608.8
207.5,50.2,4655.9
205.2,48.6,4701.0
202.7,46.4,4743.8
199.7,47.0,4789.8
197.1,45.8,4819.7
197.7,44.5,4859.5
196.5,44.4,4903.2
195.1,47.0,4942.0
191.2,45.5,4972.9
190.7,44.1,5015.6
188.5,44.1,5060.6
184.2,43.5,5112.2
180.8,40.6,5161.0
180.2,40.5,5197.0
176.6,41.2,5233.4
174.8,38.8,5281.8
174.1,38.3,5313.7
171.0,39.5,5360.6
167.7,37.5,5397.2
166.8,36.7,5438.3
167.0,37.7,5486.7
161.9,35.0,5532.8
160.6,35.8,5569.9
158.4,36.9,5609.9
156.5,35.8,5678.2
154.9,37.3,5723.7
153.8,38.5,5775.2
151.3,38.2,5832.8
148.4,36.7,5869.1
148.6,37.1,5921.2
146.5,37.2,5959.5
145.4,36.1,6004.2
144.4,35.8,6047.5
144.5,37.3,6092.3
141.6,36.7,6127.7
139.5,34.2,6164.4
139.3,33.4,6205.8
137.6,33.4,6231.8
137.8,31.8,6274.4
138.1,32.5,6316.2
135.8,32.5,6360.8
135.5,33.8,6411.0
133.1,33.1,6448.3
131.5,31.8,6494.6
131.3,31.8,6519.6
129.3,32.2,6556.4
128.6,31.6,6606.1
128.0,32.4,6652.1
126.1,33.9,6706.6
125.3,34.6,6740.4
124.6,35.2,6764.9
123.4,36.1,6809.8
123.0,36.0,6849.8
121.8,35.8,6884.9
122.5,33.7,6919.7
123.2,34.6,6963.0
122.8,34.0,6995.5
123.4,33.0,7039.4
124.0,33.3,7061.5
124.4,35.3,7103.4
123.2,34.4,7143.0
122.8,33.0,7175.0
121.6,35.2,7220.8
119.6,34.7,7270.4
120.7,32.4,7300.7
119.4,30.2,7340.0
117.8,30.6,7384.4
116.4,30.0,7417.5
116.5,27.7,7439.7
116.0,27.6,7466.8
113.6,28.8,7507.8
113.8,26.8,7550.8
113.2,26.9,7587.3
111.3,26.4,7623.4
109.3,26.7,7655.0
108.0,26.6,7685.7
107.9,27.0,7720.8
105.0,24.8,7743.0
104.9,26.0,7782.7
103.4,27.7,7818.7
102.9,26.1,7854.6
101.3,25.9,7891.3
99.5,26.4,7924.4
98.3,26.1,7955.4
98.6,23.1,7994.2
100.2,23.4,8021.6
98.1,24.5,8053.7
96.8,24.1,8094.3
96.6,21.9,8125.4
96.7,23.0,8158.4
93.8,22.0,8189.8
92.7,21.4,8224.7
92.6,21.8,8254.7
90.8,22.9,8283.7
89.5,22.8,8302.2
88.2,23.7,8328.2
87.3,24.2,8355.0
86.9,23.5,8388.1
85.4,21.8,8416.4
84.6,21.4,8463.3
83.5,19.6,8502.6
82.5,18.1,8534.9
82.8,18.3,8567.8
83.2,19.3,8594.1
80.3,20.0,8631.1
79.8,21.5,8659.3
78.1,21.7,8681.7
77.3,22.8,8714.5
76.5,22.4,8746.6
76.5,21.6,8776.9
